wandb: Currently logged in as: 22373442 to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: - Waiting for wandb.init()...wandb: \ Waiting for wandb.init()...wandb: Tracking run with wandb version 0.19.6
wandb: Run data is saved locally in /autodl-fs/data/wandb/run-20250211_200233-m2nxc7qs
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run PatchTST_action-im_yzt_im
wandb: ⭐️ View project at https://wandb.ai/22373442/LLM_signal
wandb: 🚀 View run at https://wandb.ai/22373442/LLM_signal/runs/m2nxc7qs
Epoch [1/200], Loss: 1.5630251169204712
Epoch [18/200], Loss: 0.7101902365684509
best/test_loss 0.4670659601688385, best/test_acc: 0.8727272727272727
Epoch [19/200], Loss: 0.5689551830291748
best/test_loss 0.45252713561058044, best/test_acc: 0.8727272727272727
Epoch [20/200], Loss: 0.39681416749954224
best/test_loss 0.45252713561058044, best/test_acc: 0.8727272727272727
Epoch [21/200], Loss: 0.36292997002601624
best/test_loss 0.3709006607532501, best/test_acc: 0.8727272727272727
Epoch [22/200], Loss: 0.27658146619796753
best/test_loss 0.34438756108283997, best/test_acc: 0.8727272727272727
Epoch [23/200], Loss: 0.3349379599094391
best/test_loss 0.3406030833721161, best/test_acc: 0.8727272727272727
Epoch [24/200], Loss: 0.33719906210899353
best/test_loss 0.3406030833721161, best/test_acc: 0.8727272727272727
Epoch [25/200], Loss: 0.28169357776641846
best/test_loss 0.3314145803451538, best/test_acc: 0.8727272727272727
Epoch [26/200], Loss: 0.2620857357978821
best/test_loss 0.3174385726451874, best/test_acc: 0.8727272727272727
Epoch [27/200], Loss: 0.296615332365036
best/test_loss 0.3174385726451874, best/test_acc: 0.8727272727272727
Epoch [28/200], Loss: 0.25199443101882935
best/test_loss 0.3174385726451874, best/test_acc: 0.8727272727272727
Epoch [29/200], Loss: 0.23372618854045868
best/test_loss 0.3030489385128021, best/test_acc: 0.8727272727272727
Epoch [30/200], Loss: 0.2378193736076355
best/test_loss 0.26979970932006836, best/test_acc: 0.8727272727272727
Epoch [31/200], Loss: 0.19308924674987793
best/test_loss 0.2483961433172226, best/test_acc: 0.8909090909090909
Epoch [32/200], Loss: 0.1772965043783188
best/test_loss 0.2483961433172226, best/test_acc: 0.8909090909090909
Epoch [33/200], Loss: 0.1801130473613739
best/test_loss 0.2483961433172226, best/test_acc: 0.8909090909090909
Epoch [34/200], Loss: 0.20233777165412903
best/test_loss 0.2483961433172226, best/test_acc: 0.8909090909090909
Epoch [35/200], Loss: 0.26548096537590027
best/test_loss 0.2377036064863205, best/test_acc: 0.8909090909090909
Epoch [36/200], Loss: 0.27794092893600464
best/test_loss 0.2377036064863205, best/test_acc: 0.8909090909090909
Epoch [37/200], Loss: 0.4270719289779663
best/test_loss 0.2377036064863205, best/test_acc: 0.8909090909090909
Epoch [38/200], Loss: 0.3344693183898926
best/test_loss 0.2377036064863205, best/test_acc: 0.8909090909090909
Epoch [39/200], Loss: 0.17090219259262085
best/test_loss 0.2377036064863205, best/test_acc: 0.8909090909090909
Epoch [40/200], Loss: 0.21727538108825684
best/test_loss 0.2377036064863205, best/test_acc: 0.8909090909090909
Epoch [41/200], Loss: 0.2823920249938965
best/test_loss 0.21749292314052582, best/test_acc: 0.9272727272727272
Epoch [42/200], Loss: 0.19905716180801392
best/test_loss 0.21006320416927338, best/test_acc: 0.9454545454545454
Epoch [43/200], Loss: 0.15322093665599823
best/test_loss 0.20318570733070374, best/test_acc: 0.9454545454545454
Epoch [44/200], Loss: 0.19545769691467285
best/test_loss 0.20318570733070374, best/test_acc: 0.9454545454545454
Epoch [45/200], Loss: 0.23947088420391083
best/test_loss 0.20318570733070374, best/test_acc: 0.9454545454545454
Epoch [46/200], Loss: 0.1816498190164566
best/test_loss 0.20318570733070374, best/test_acc: 0.9454545454545454
Epoch [47/200], Loss: 0.19118395447731018
best/test_loss 0.20318570733070374, best/test_acc: 0.9454545454545454
Epoch [48/200], Loss: 0.11870300769805908
best/test_loss 0.20318570733070374, best/test_acc: 0.9454545454545454
Epoch [49/200], Loss: 0.21008872985839844
best/test_loss 0.18812081217765808, best/test_acc: 0.9454545454545454
Epoch [50/200], Loss: 0.21747425198554993
best/test_loss 0.18812081217765808, best/test_acc: 0.9454545454545454
Epoch [51/200], Loss: 0.1269652098417282
best/test_loss 0.18812081217765808, best/test_acc: 0.9454545454545454
Epoch [52/200], Loss: 0.20701201260089874
best/test_loss 0.18812081217765808, best/test_acc: 0.9454545454545454
Epoch [53/200], Loss: 0.2971416711807251
best/test_loss 0.18812081217765808, best/test_acc: 0.9454545454545454
Epoch [54/200], Loss: 0.15833605825901031
best/test_loss 0.18812081217765808, best/test_acc: 0.9454545454545454
Epoch [55/200], Loss: 0.11829012632369995
best/test_loss 0.18376785516738892, best/test_acc: 0.9454545454545454
Epoch [56/200], Loss: 0.09405482560396194
best/test_loss 0.17184360325336456, best/test_acc: 0.9454545454545454
Epoch [57/200], Loss: 0.05219755321741104
best/test_loss 0.15929579734802246, best/test_acc: 0.9454545454545454
Epoch [58/200], Loss: 0.09152664244174957
best/test_loss 0.15929579734802246, best/test_acc: 0.9454545454545454
Epoch [59/200], Loss: 0.09209585189819336
best/test_loss 0.15929579734802246, best/test_acc: 0.9454545454545454
Epoch [60/200], Loss: 0.12014017254114151
best/test_loss 0.15929579734802246, best/test_acc: 0.9454545454545454
Epoch [61/200], Loss: 0.04937852919101715
best/test_loss 0.15929579734802246, best/test_acc: 0.9454545454545454
Epoch [62/200], Loss: 0.06915194541215897
best/test_loss 0.15929579734802246, best/test_acc: 0.9454545454545454
Epoch [63/200], Loss: 0.028053827583789825
best/test_loss 0.15929579734802246, best/test_acc: 0.9454545454545454
Epoch [64/200], Loss: 0.12204921245574951
best/test_loss 0.15929579734802246, best/test_acc: 0.9454545454545454
Epoch [65/200], Loss: 0.09107296168804169
best/test_loss 0.15929579734802246, best/test_acc: 0.9454545454545454
Epoch [66/200], Loss: 0.029165808111429214
best/test_loss 0.15929579734802246, best/test_acc: 0.9454545454545454
Epoch [67/200], Loss: 0.05453656613826752
best/test_loss 0.1247452050447464, best/test_acc: 0.9636363636363636
Epoch [68/200], Loss: 0.05433112382888794
best/test_loss 0.12470516562461853, best/test_acc: 0.9636363636363636
Epoch [69/200], Loss: 0.12428609281778336
best/test_loss 0.12470516562461853, best/test_acc: 0.9636363636363636
Epoch [70/200], Loss: 0.03403149172663689
best/test_loss 0.12470516562461853, best/test_acc: 0.9636363636363636
Epoch [71/200], Loss: 0.07246151566505432
best/test_loss 0.12470516562461853, best/test_acc: 0.9636363636363636
Epoch [72/200], Loss: 0.04142659157514572
best/test_loss 0.12470516562461853, best/test_acc: 0.9636363636363636
Epoch [73/200], Loss: 0.046754494309425354
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [74/200], Loss: 0.03070971742272377
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [75/200], Loss: 0.0166380126029253
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [76/200], Loss: 0.03492482751607895
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [77/200], Loss: 0.031377390027046204
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [78/200], Loss: 0.014818101190030575
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [79/200], Loss: 0.007980471476912498
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [80/200], Loss: 0.030581356957554817
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [81/200], Loss: 0.009851833805441856
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [82/200], Loss: 0.018096156418323517
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [83/200], Loss: 0.004454450216144323
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [84/200], Loss: 0.03967107832431793
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [85/200], Loss: 0.2835395336151123
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [86/200], Loss: 0.3424201011657715
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [87/200], Loss: 0.5371735095977783
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [88/200], Loss: 0.41035157442092896
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [89/200], Loss: 0.1654205620288849
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [90/200], Loss: 0.47461190819740295
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [91/200], Loss: 0.17335809767246246
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [92/200], Loss: 0.4518754184246063
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [93/200], Loss: 0.199726864695549
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [94/200], Loss: 0.18002933263778687
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [95/200], Loss: 0.19121387600898743
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [96/200], Loss: 0.2513331174850464
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [97/200], Loss: 0.19256451725959778
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [98/200], Loss: 0.3100566565990448
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [99/200], Loss: 0.19854885339736938
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [100/200], Loss: 0.11819841712713242
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [101/200], Loss: 0.17029941082000732
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [102/200], Loss: 0.16238731145858765
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [103/200], Loss: 0.19649475812911987
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [104/200], Loss: 0.11547578871250153
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [105/200], Loss: 0.11719071120023727
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [106/200], Loss: 0.09352479875087738
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [107/200], Loss: 0.06994012743234634
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [108/200], Loss: 0.09301067888736725
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [109/200], Loss: 0.07697463780641556
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [110/200], Loss: 0.0888022780418396
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [111/200], Loss: 0.07030414044857025
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [112/200], Loss: 0.02353253960609436
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [113/200], Loss: 0.0372009314596653
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [114/200], Loss: 0.045749224722385406
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [115/200], Loss: 0.04880128428339958
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [116/200], Loss: 0.04060092940926552
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [117/200], Loss: 0.02609640173614025
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [118/200], Loss: 0.03415370360016823
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [119/200], Loss: 0.032350149005651474
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [120/200], Loss: 0.015110455453395844
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [121/200], Loss: 0.012699862010776997
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [122/200], Loss: 0.019290076568722725
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [123/200], Loss: 0.005639366339892149
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [124/200], Loss: 0.005893801338970661
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [125/200], Loss: 0.010993992909789085
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [126/200], Loss: 0.006764155812561512
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [127/200], Loss: 0.0026448327116668224
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [128/200], Loss: 0.0026729218661785126
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [129/200], Loss: 0.004416614305227995
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [130/200], Loss: 0.004823893308639526
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [131/200], Loss: 0.0015288505237549543
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [132/200], Loss: 0.0009887332562357187
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [133/200], Loss: 0.0006682435632683337
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [134/200], Loss: 0.0012910410296171904
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [135/200], Loss: 0.0016307705081999302
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [136/200], Loss: 0.001108301687054336
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [137/200], Loss: 0.0009151070262305439
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [138/200], Loss: 0.000591189309488982
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [139/200], Loss: 0.002022740663960576
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [140/200], Loss: 0.001032443717122078
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [141/200], Loss: 0.000352440431015566
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [142/200], Loss: 0.0010055432794615626
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [143/200], Loss: 0.0005170414806343615
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [144/200], Loss: 0.0004140535893384367
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [145/200], Loss: 0.0012372503988444805
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [146/200], Loss: 0.0013488901313394308
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [147/200], Loss: 0.0008230238454416394
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [148/200], Loss: 0.0004348081420175731
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [149/200], Loss: 0.0002940719423349947
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [150/200], Loss: 0.00039651058614254
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [151/200], Loss: 0.0005728837568312883
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [152/200], Loss: 0.0005013554473407567
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [153/200], Loss: 0.000296350393909961
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [154/200], Loss: 0.0007479257765226066
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [155/200], Loss: 0.0006300410022959113
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [156/200], Loss: 0.00022043207718525082
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [157/200], Loss: 0.0005440246895886958
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [158/200], Loss: 0.0004787319339811802
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [159/200], Loss: 0.00023337925085797906
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [160/200], Loss: 0.00044048725976608694
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [161/200], Loss: 0.0001643150462768972
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [162/200], Loss: 0.0005729297990910709
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [163/200], Loss: 0.0007614461937919259
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [164/200], Loss: 0.00018157222075387836
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [165/200], Loss: 0.00013028792454861104
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [166/200], Loss: 0.00021359752281568944
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [167/200], Loss: 0.00022228003945201635
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [168/200], Loss: 0.00017203172319568694
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [169/200], Loss: 0.00021189494873397052
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [170/200], Loss: 0.00044597353553399444
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [171/200], Loss: 0.0010996029013767838
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [172/200], Loss: 0.00018740823725238442
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [173/200], Loss: 0.0006105312495492399
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [174/200], Loss: 0.00015298844664357603
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [175/200], Loss: 0.0002048000751528889
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [176/200], Loss: 0.00026516590151004493
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [177/200], Loss: 0.0001201917402795516
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [178/200], Loss: 0.0002301611821167171
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [179/200], Loss: 0.00031385544571094215
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [180/200], Loss: 0.00013438935275189579
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [181/200], Loss: 0.0001800151076167822
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [182/200], Loss: 0.00019338596030138433
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [183/200], Loss: 0.00017586893227417022
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [184/200], Loss: 0.00016359348956029862
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [185/200], Loss: 7.830208778614178e-05
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [186/200], Loss: 0.0002625327033456415
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [187/200], Loss: 7.795946294208989e-05
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [188/200], Loss: 0.0001787019136827439
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [189/200], Loss: 0.0001550972374388948
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [190/200], Loss: 8.957173122325912e-05
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [191/200], Loss: 0.0002700484183151275
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [192/200], Loss: 0.00027962360763922334
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [193/200], Loss: 9.243298700312153e-05
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [194/200], Loss: 0.00012912851525470614
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [195/200], Loss: 0.000208116922294721
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [196/200], Loss: 0.00016869964019861072
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [197/200], Loss: 0.00014699339226353914
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [198/200], Loss: 0.00010176502109970897
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [199/200], Loss: 0.0002006186405196786
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
Epoch [200/200], Loss: 0.00010467891843291
best/test_loss 0.1063828244805336, best/test_acc: 0.9636363636363636
accuracy: 0.8364
answer
0    0.923077
1    0.923077
2    0.714286
3    0.833333
4    0.700000
dtype: float64
Predicted labels have been saved
[1;34mwandb[0m: 
[1;34mwandb[0m: 🚀 View run [33mPatchTST_action-im_yzt_im[0m at: [34mhttps://wandb.ai/22373442/LLM_signal/runs/m2nxc7qs[0m
[1;34mwandb[0m: Find logs at: [1;35m../../autodl-fs/data/wandb/run-20250211_200233-m2nxc7qs/logs[0m
