heartbeat_signals,label
"-0.06495312541257228,-0.06251384072535647,-0.05966191102334628,-0.05659245473789812,-0.05319319829421659,-0.04994593420834317,-0.047203309763893725,-0.0448531975699048,-0.043098079503865544,-0.04215428190609191,-0.041748965673921626,-0.0416485443040657,-0.04197031729466999,-0.04276084905836214,-0.0437958797642318,-0.044683354276698825,-0.044461317762298475,-0.040809307873762315,-0.03112851281314545,-0.01545519074538404,0.0031179356191108065,0.021330706306805197,0.03686066545292618,0.047818065468255594,0.0543923537333921,0.05904910566071933,0.0641564785289114,0.07056945418061109,0.07789726865293287,0.08535469254087988,0.09251162525719345,0.09911848189748892,0.10418396826633647,0.10686348599102216,0.10779246244820784,0.10807081403935703,0.10799103564586768,0.1074029780644366,0.10650234714055687,0.10541726351028058,0.10367178287601608,0.10086778919643713,0.09685993077475863,0.0910617541299838,0.08251259722833607,0.07054644007094996,0.05514931020946373,0.03692912385248559,0.01690341201765702,-0.0038853952281118626,-0.02409507749249279,-0.04144387087435741,-0.05412866812430174,-0.06266560851655298,-0.0688675584657513,-0.07381603730568267,-0.0776879711204372,-0.0805657101055168,-0.0826157026591118,-0.08383864156518533,-0.08409111534920907,-0.08304802921815656,-0.0800535301949582,-0.07479068780640027,-0.06816027333276391,-0.06196053767038362,-0.056912055426906166,-0.05226107044971254,-0.047746184584169654,-0.043831635169711766,-0.04061814476843301,-0.03756235541523094,-0.03412429964573793,-0.030497150749341728,-0.027088422001076903,-0.02408480160964803,-0.021511827484676276,-0.01915567265529286,-0.016745166375887105,-0.014287062981706164,-0.012041140648540047,-0.01012675028020095,-0.008370168511862779,-0.006660579808065517,-0.005223559267598328,-0.004161351927266688,-0.0032407216502558095,-0.002239283499442496,-0.0011662036942604592,-3.088126341348196e-05,0.0015136678380884283,0.0037012853356880315,0.006285548612784922,0.009093413911082364,0.012034842826739472,0.014748071361101997,0.01721626972398871,0.019931714829255064,0.023136654273175815,0.026555319036190586",1
"-0.8371466516962549,-0.8236335672867692,-0.7989097461721402,-0.758268039431464,-0.6981549472109339,-0.6247887402077692,-0.5493900095873965,-0.4762436735102452,-0.4006267881566391,-0.31057586634335993,-0.202549408960604,-0.0989525803377182,-0.022784616893784748,0.024924037739820826,0.051613314732482984,0.06281964036713417,0.06817689170843194,0.0811933256681448,0.11009358525206764,0.15185576763421255,0.1981973129974533,0.24222911611087367,0.27545413351158715,0.29029822471043604,0.28782581930363366,0.273212081067647,0.2498433284728378,0.22381347428644005,0.20362243552203402,0.19433807179253604,0.1977576290378117,0.21342636264678838,0.2379145947332278,0.2650930889214809,0.28825878663538423,0.3030508422402049,0.30727813665430853,0.301276005415508,0.29110270548805856,0.28452660080337583,0.28271271241444057,0.27943906092889165,0.27045308601108925,0.25832904434892107,0.24435916123990975,0.2249471214538606,0.1967051324723939,0.16167664631973228,0.1285314153242939,0.10810895996643205,0.10356160825774963,0.11006860733881463,0.12224156085441706,0.1352937642375392,0.1456328710003868,0.15223919674524483,0.15419294086561247,0.15172293444538526,0.14788991235389093,0.1470615571616276,0.1524359562783697,0.16435332736550762,0.17707107535292577,0.1784993333480958,0.16349876425046128,0.14370255680970617,0.13092504902117763,0.12524207911993207,0.13158541814112484,0.15443692285616023,0.1757991907489898,0.17023931134430875,0.1300031486197813,0.06719471635930435,0.0038633284105938914,-0.037355840781562316,-0.04907795380008967,-0.046173512113856924,-0.048173958892487656,-0.06021994404556588,-0.07297441618804643,-0.07720345688825957,-0.07244446161120069,-0.06528102563337543,-0.06263478813698567,-0.06537869154203944,-0.0707166767921931,-0.07859477244696544,-0.09316763582485085,-0.11713531675155836,-0.14610179891005715,-0.17200390606538896,-0.1900496388617398,-0.2018219721330517,-0.21390712194402284,-0.231458089095196,-0.25279262324480634,-0.2707299988411015,-0.27800190980163153,-0.2734112484265214",0
"0.0410727333952009,0.03856564825826629,0.03640627228912491,0.03567497321742548,0.03567209033703134,0.03640142206590437,0.03774285950898071,0.038562505203105085,0.03848463348308585,0.0381402855838818,0.03717352472303574,0.036318968218533115,0.03657422143263539,0.03712395297071537,0.037085464600250334,0.03672670138315311,0.03644234638611307,0.03576717026953315,0.03447911158900621,0.03337245711952937,0.032713479281417296,0.03187733891008086,0.03019018721948695,0.027631708287778722,0.025053886740761575,0.023044786746894308,0.02150540388891599,0.020267499788921547,0.018192402303744637,0.014620402936622354,0.011128481825301267,0.00864097116395264,0.006053136283745458,0.002363626415311834,-0.001951163872356998,-0.0065631523013133936,-0.011598891584003762,-0.016274517894175805,-0.02062919588766536,-0.02489839200346683,-0.027987074833630124,-0.0294439810900253,-0.030304093061194276,-0.03113615385661621,-0.032070601078872274,-0.033381573785066024,-0.035241404071613774,-0.03760354409571422,-0.039991486137816085,-0.042643027015296694,-0.04567558984862985,-0.048684814686313985,-0.05163621347701526,-0.05442170430280821,-0.05741973804084287,-0.06097559060844571,-0.06437092824291381,-0.06739972632926018,-0.07056607990837135,-0.07426881962629038,-0.07769028996707661,-0.07992200316618932,-0.08120110023346155,-0.08204829440582141,-0.08217695564873614,-0.08113939229225568,-0.07927011220241081,-0.07646366442330504,-0.07209988302959032,-0.06671261837699874,-0.06134725577008414,-0.05662955055537172,-0.052017381143575236,-0.04657423468880585,-0.039925153746030256,-0.03315362691798483,-0.028503263109408317,-0.026538485242575058,-0.025487299841011113,-0.024179922321158745,-0.02253889443378268,-0.020548735335706017,-0.01840662042930398,-0.016023469889320463,-0.013250955996559163,-0.008910200420180675,-0.0017476387717858671,0.008310252951715683,0.019900500507834498,0.03101382495950751,0.04115695552798056,0.05183768297526416,0.06284348395131957,0.07193395992663952,0.07798734497958491,0.08032881836970003,0.0797229293587985,0.07951357567482777,0.08170088562060994,0.08516902756414406",1
"-0.0023853041034297973,-0.004652324449166634,-0.007957823509567113,-0.01195366497638578,-0.016259648869101084,-0.020545367893829436,-0.0245604765030627,-0.02811953134888978,-0.03107316822264497,-0.03328257694119233,-0.034604462024455884,-0.03489557474411803,-0.03404386254184316,-0.032013909345189384,-0.02887462651714845,-0.024790622853544803,-0.019988042433094516,-0.014731348162439761,-0.009330408922809563,-0.004152603949188871,0.00039958186821026365,0.003962142487370146,0.006294068754558735,0.007321402623477691,0.007121250124720313,0.005870673469292931,0.0037930088025386888,0.0011188529158533411,-0.0019281068941040536,-0.005120444185613249,-0.00819926264300569,-0.010852937751510972,-0.012723033150827123,-0.013445721547047484,-0.012731371612216935,-0.010475064778936005,-0.0068701624818112705,-0.0024449307272081944,0.002046486810895032,0.005864660050027892,0.008537673567529935,0.009974674506275927,0.01039228083556809,0.010130144159034571,0.009483810253183345,0.00863166431578144,0.007654516541890755,0.006599726774769832,0.005541915027790889,0.004612123263073142,0.003989903922970273,0.003875258805277948,0.004465743356182772,0.005957517147163194,0.008557696871079379,0.01246410521496255,0.017782565274793105,0.024409538982453294,0.03195923204744722,0.03979484091375829,0.04714413424256869,0.053225289121123676,0.05734576399901742,0.059004806796675746,0.058035695650282215,0.054729837750225,0.049823833807666085,0.04428492347629254,0.038989715810190506,0.0344786678073985,0.030906722096744388,0.028164455382180598,0.026060546448556376,0.024459564352682095,0.0233319216119115,0.022720377573374917,0.02266592428611952,0.023150040213159306,0.024085827482715594,0.025342413480731185,0.026766990073339048,0.028185610850703147,0.029393263707589545,0.030148988338717153,0.030190626319581804,0.029276059061638826,0.027246844763314626,0.024084057603161013,0.019913387714358466,0.014939521971862435,0.009345097744378528,0.003212645999531194,-0.003483448016781465,-0.01082326339327766,-0.018873520995937088,-0.027656558862641456,-0.0371676579486957,-0.04740727746026274,-0.058388719303951786,-0.07007958467964986",1
"-0.052896753060840004,-0.049802220030417926,-0.0469642084207708,-0.04440700844874326,-0.04207644951477933,-0.039797905973985956,-0.03733172127792368,-0.034569977343763464,-0.03162459916262658,-0.02861339035867415,-0.02542003228532501,-0.02181169740458906,-0.01776059014478025,-0.013452779363203451,-0.00897773833988133,-0.004187355113716443,0.0010922850181636495,0.006793565334884413,0.01258063370131128,0.01798787890593187,0.022513854454103477,0.025707412610734698,0.02732058297825571,0.02743117257727272,0.026412484547111717,0.024732441332472224,0.022773521264344482,0.02082865176008894,0.019123775191993334,0.01778055617195394,0.01682064639459628,0.016200441529145973,0.01589645188899426,0.016059913166631606,0.016932878316042885,0.018443213528553506,0.020069543710451027,0.021259715901093393,0.02187740471942376,0.022218514980626172,0.022675049752055698,0.023378952086933066,0.024187435333200502,0.025007371738651973,0.02597708714437255,0.02725785846833792,0.028833456971166987,0.030572559661937483,0.032219500071394666,0.03328013588973853,0.033215097674688464,0.03178643111566953,0.029143351125500823,0.02569135593346147,0.021909436339748227,0.018190225177007403,0.014740835919881769,0.011584054156962047,0.008674316175705674,0.0059766976800992334,0.0034598588052103703,0.0010917236853436839,-0.0012238411185526848,-0.003656667421793963,-0.006243524283261498,-0.008773282434195673,-0.01105583250638821,-0.013195886278215593,-0.01539202993042156,-0.01756030724674075,-0.019401284392173063,-0.0207158296371643,-0.02143468506224537,-0.021550075807477004,-0.02126429500880818,-0.020998403612115704,-0.021044729615511987,-0.021337303048109976,-0.021597118256962144,-0.021546856929257646,-0.0210113256272218,-0.01994397194315617,-0.018387831182880954,-0.016448422017847186,-0.014343400212149748,-0.012403411774278728,-0.010859271708139995,-0.009582097917377491,-0.008218191211433246,-0.006696510728961214,-0.005379287377323461,-0.004574859981236162,-0.004133731759942583,-0.0036493241420535727,-0.0028804299276655176,-0.001903982964228501,-0.0009457905092033481,-0.00015186511880507791,0.0004405882984497844,0.0008138647677655431",1
"-0.08002630670272812,-0.07807269303957204,-0.07487946001891721,-0.07074581870482574,-0.06603253072421028,-0.061086519217252576,-0.05618724241424231,-0.05153197098800317,-0.04724919571876251,-0.043414192452845536,-0.04005069127878203,-0.037124607524958726,-0.03453911989576939,-0.03214825473609593,-0.02978837520515907,-0.027317392231271755,-0.024642565702628412,-0.02172120005686412,-0.018541342466039355,-0.01509896279694125,-0.011388454266805383,-0.007407897727406805,-0.003172024467033123,0.001280336671784288,0.005885711516887153,0.010562291837460217,0.015216289540384564,0.019753971781979913,0.024093169824491917,0.02817136324074014,0.03194776945871204,0.03541495263568745,0.0386136550943246,0.041632500169190303,0.044572554792648725,0.047497368406164565,0.05039960166278823,0.05320326479788975,0.05578715962496268,0.058019775774728194,0.059791145847872165,0.061036753328592486,0.061742483953063115,0.061931654493082175,0.061638697935770675,0.0608891201911439,0.059693413542173945,0.058058730191263855,0.05600267596343092,0.05355913439609864,0.05077514752566335,0.047707404796715605,0.04441586153903972,0.0409582322405834,0.0373915032424767,0.03378632608016051,0.030235196056685024,0.026843112903170492,0.02370478927172604,0.020888182177653078,0.018426645526013544,0.016314071433500603,0.014503499983338212,0.012922916949827813,0.011498944531116419,0.01017376542001261,0.008902188057883405,0.0076466685117835345,0.006378146520822962,0.005084534297381302,0.003768391392883659,0.0024345037465620598,0.0010742097014809562,-0.000334325048015012,-0.0018097349315317549,-0.003348204570369835,-0.0049237540243979375,-0.006503553020023874,-0.008066696451968648,-0.009611564943935703,-0.011158009336287585,-0.01273543981086988,-0.01435728584000174,-0.015998619024504702,-0.017607559655902112,-0.019147381772949466,-0.020628828051702998,-0.022097848788279716,-0.02359388793930068,-0.02511482069160701,-0.02661168646360431,-0.02800421727116307,-0.029211596943851455,-0.030184798696335925,-0.030929465912881766,-0.031502840986805315,-0.031989703962027057,-0.03247153276971108,-0.03300415001944446,-0.033604010509708564",1
"-0.17374793007711942,-0.17230437306766982,-0.16683993590384139,-0.15763648259717394,-0.1450369235467352,-0.13004890471868413,-0.11437870656780902,-0.09958280537510134,-0.0864681184411244,-0.0753498564449851,-0.06648546926672455,-0.06000279101214878,-0.055430848590314025,-0.0515588261128542,-0.04705204030353713,-0.04125083886936845,-0.034425591521241056,-0.02751604991017828,-0.021697022768968066,-0.017954225044855526,-0.016758234439042646,-0.017901013597970167,-0.020475376670496093,-0.02304681233124975,-0.024182939246962826,-0.023091530616913852,-0.01979651821209666,-0.014849877678405454,-0.008985094933281673,-0.0028635658036360867,0.003032083733451707,0.008419316460472864,0.013376155217967312,0.018417100874811076,0.024011611758135043,0.0299679656413972,0.03551455917467017,0.039914518035147506,0.04284885516359643,0.044400656412009964,0.04504608528771514,0.045829777278923345,0.04832772569284016,0.054118950013066436,0.06412778259851787,0.07824718276714293,0.09539308951941572,0.11394792395219416,0.13220430377315895,0.14856237173203546,0.16177649786932885,0.17137147407451048,0.1777709768227741,0.18186646195876116,0.1844119653391879,0.1856878223279808,0.18550393572241114,0.1835022090721175,0.17955256785259383,0.1738792695123924,0.16692544777284152,0.15915196342852528,0.15076480218662885,0.14158058088996306,0.13135199197664715,0.12028304712790333,0.10904765265041894,0.09820034289698865,0.08775536612397122,0.07744578747754505,0.06714418686031154,0.05692468883962265,0.04687419201930787,0.036701211401043765,0.025379376681437027,0.011650609568464143,-0.004794582795832614,-0.022914162717622977,-0.0409559134981996,-0.05699313364465197,-0.06913052900440586,-0.07606155665205405,-0.0777711462328407,-0.07556759597913787,-0.07140214047359822,-0.06712669520986947,-0.06416741131565473,-0.06349215704790356,-0.06551327938306056,-0.07000163437782525,-0.07627897445594056,-0.08344979772899308,-0.09041227513953976,-0.09607037351570752,-0.10005811547336385,-0.10313246153892103,-0.10635240548647984,-0.1099022104005784,-0.11313458582868113,-0.11563926555891574",1
"0.1437945020666421,0.1395997291304282,0.13308514890748036,0.124421580255677,0.11340994706783455,0.09949793424578925,0.08201703873693682,0.060696865664296676,0.0362274741912758,0.010415803428875547,-0.014189557005246212,-0.03501143993505125,-0.05018907794958612,-0.05897640469468933,-0.06166893393251015,-0.05932120928790559,-0.05343146383065425,-0.04557651538759301,-0.03713359354280024,-0.02914302664033913,-0.022173592374629722,-0.016311524508901984,-0.011395927864929364,-0.007192713979420458,-0.003376699346029584,0.00032199762304878365,0.0038309634206184565,0.006768259724338581,0.00874606921767367,0.009566899709438404,0.009245067312443421,0.007889325330359794,0.005516275702937258,0.0020353037507949458,-0.002572616600425001,-0.008143381405182927,-0.014413267351821801,-0.021187691089396478,-0.028398207746690787,-0.03594997006630615,-0.04354877793171756,-0.05079008969286103,-0.057429456787461725,-0.06342910820921813,-0.06860928125108803,-0.07230325825424247,-0.07357842075784804,-0.07191546859928244,-0.06754845823078295,-0.06116026988093952,-0.0535565133690577,-0.04566058653673835,-0.03840422668084771,-0.03238824813677112,-0.027729793431235945,-0.024222329959970222,-0.021548791506345186,-0.019423769924105508,-0.017730209948060502,-0.016553905018748004,-0.0159378156754955,-0.015636627118193996,-0.01523971463656152,-0.014419249376587909,-0.012971508585308572,-0.010770925300574084,-0.0077996437373120155,-0.004224885024445114,-0.0004354580220050676,0.003040455950122655,0.005782087300040803,0.007732066410772731,0.00916255623946026,0.010386995654400738,0.011577191964418074,0.01278127387901326,0.013970156890190974,0.015034106676715744,0.015844236221497332,0.016397266285791273,0.016810183158161532,0.017138588760875123,0.017364536990336257,0.01754602120301653,0.017750084819904352,0.017893481007502585,0.01791857659247574,0.01803973957341029,0.018534693613681638,0.019393453942324237,0.020401767225678116,0.021431195196097028,0.022440741290055327,0.023323489072342246,0.023927572288421142,0.024162529263041008,0.024077413469157913,0.023911398476432782,0.023945135653646518,0.02418351006863692",1
"1.034246143861014,1.01156134520059,0.971084895539884,0.9114406348144001,0.8694498339202451,0.8632483481279132,0.8863694517330282,0.9410324701830083,0.9844281529791893,0.9528290932787454,0.8764830943773424,0.802362530991429,0.7646839113425647,0.7616004803765637,0.7600561635834625,0.7433963796491921,0.7027563339823316,0.6471156154318075,0.5990915355772856,0.5525103966684863,0.47749720074241786,0.3614986002323899,0.23926112823942658,0.14849263032151172,0.12131299767633752,0.10562908323297482,0.01959827206351894,-0.12346771853270766,-0.28978487972420564,-0.4446572477457279,-0.508134466974132,-0.5361774203110516,-0.5829440782659494,-0.614444759068181,-0.6633701114546109,-0.70936221213503,-0.7080977790624859,-0.6976649971906955,-0.7001866581344748,-0.716974922436424,-0.7537001657577144,-0.7754982893619451,-0.7893576501061834,-0.7987517955291834,-0.7722966845965062,-0.76476635379702,-0.7777361902150682,-0.7637271440864118,-0.7530178517736977,-0.7387097093432927,-0.7259928536946915,-0.7301350493398617,-0.7218765481827989,-0.7244966631854122,-0.7401286494031449,-0.7437375087156342,-0.7345381578966367,-0.7296972413443743,-0.7299995576044083,-0.725980599411875,-0.7293115149947844,-0.7315011671153774,-0.6969299261486461,-0.6657605341802334,-0.6729307956759347,-0.6815885372990539,-0.6873543347327362,-0.7130104141271667,-0.7367008600799994,-0.7638592658011234,-0.8096301548435978,-0.850040958876485,-0.8610432823148748,-0.8467882985259925,-0.8220984858263063,-0.7914316639539754,-0.7377508075324004,-0.6651200107877346,-0.551291972595408,-0.3940856532472068,-0.2625892983030369,-0.1869592082729119,-0.14317312016135086,-0.06601087460440125,0.0258110215956473,0.1125940494192359,0.21740097571467798,0.2623878568152078,0.26457218608346733,0.3309394120041925,0.4995713876018305,0.7752893387470958,1.0931937266090148,1.2596143045114876,1.290443656504302,1.305300080181707,1.3230687418856284,1.3262681438000687,1.3187228683506813,1.3080085823471364",2
"-0.7182725531641909,-0.7041219165990669,-0.6743914395887236,-0.6207335650715429,-0.5453207037580349,-0.46930424824476796,-0.41198954785121267,-0.3761671036167942,-0.3548924542195969,-0.3438194983876371,-0.3352832052125539,-0.31460231060376104,-0.281062489895442,-0.2410120693753392,-0.19768305932109015,-0.1480912005365625,-0.08070575706440458,0.016107854584757053,0.12633283197559142,0.21987318284542257,0.28960274442660106,0.3385040801083603,0.36971438297044723,0.3868753884507474,0.3920250644872779,0.3883718107820122,0.380078970102248,0.3702738722163067,0.3631685671319488,0.3598794777611303,0.36110539064647895,0.3702210358386582,0.3861186302934474,0.40271085780709104,0.413746104058751,0.41589123432898956,0.40701671516321825,0.38853179736188426,0.3636693724377975,0.33263017000103623,0.29358020901225124,0.24251478708655128,0.18562332261924852,0.13818513042662572,0.10538634872092945,0.0854784213498585,0.07418127974760264,0.06819939861962804,0.06482609575936388,0.06201726254570328,0.05982093910435843,0.05945960783133486,0.058899938874681035,0.057055752760662215,0.05398812901893313,0.050453159793197755,0.04739549104425261,0.04066677050087403,0.023251396934192647,-0.0027363973539357156,-0.028692643035786558,-0.04782588413222494,-0.054337550719563976,-0.04747973092193902,-0.03380641088209141,-0.022853381940485973,-0.017606679263511782,-0.013327560808874261,-0.0069706051955986115,0.0013716990785966887,0.011530035910068459,0.023070714591257035,0.03597880360409211,0.05032869398294687,0.06336550079849051,0.06905491016412485,0.06276062800425924,0.0467985168476977,0.025816145070151175,0.0045176241050149946,-0.0125326422084521,-0.02418178221196035,-0.03001715183902895,-0.03096917048723835,-0.031484170742000134,-0.03751628838846602,-0.05021096985618037,-0.06458671062539825,-0.07707719214012851,-0.08679078464117734,-0.08977788335348214,-0.08613434127087388,-0.08289136047788637,-0.08320362009056093,-0.08780225909840744,-0.09904994610472462,-0.1184426551307472,-0.14582177554936487,-0.17788211390601882,-0.21056266680609964",0
"0.11664108530877254,0.10450978819586315,0.09132110433961522,0.08388333125766168,0.08147685542330872,0.07663421185814437,0.07023773671261697,0.0638648040715089,0.058844122012476005,0.054654044184960046,0.053470866746704676,0.052980089138138634,0.05680690258164649,0.058650883453279026,0.04901504005111797,0.030743592381001515,0.01631534189144656,0.01304734305002122,0.009458667738080288,0.0051810810228476376,0.0018695142584078603,0.0016147037508498219,0.003563176470982081,0.0076475549359893424,0.01464291228552192,0.02427938076490383,0.031633405886190624,0.03458388309067357,0.035857368498039645,0.038435357478755657,0.036837009523883975,0.035593121120364626,0.03352822253446192,0.031465075232164116,0.026860981674258065,0.021868386921776603,0.015581264651078862,0.009783760005627605,0.007596902101105939,0.004399532776467617,-0.013789545233465934,-0.05354388529668306,-0.07270786233418869,-0.08003384172526626,-0.0900828430300245,-0.11378408525115832,-0.1311956370118773,-0.1292555027263722,-0.11375212756745251,-0.098688250707426,-0.09780264089829398,-0.10690678954320977,-0.11654281975287016,-0.12778495992253258,-0.13637374193929028,-0.13980274138169924,-0.1446461909656663,-0.1485616355004566,-0.13967242424498713,-0.1257963850762434,-0.12105386319144065,-0.11742051973985906,-0.1088883534293559,-0.09348743714145247,-0.08084194759933158,-0.07337061547172247,-0.06938409648770197,-0.06396999129722696,-0.05475690986368084,-0.04252386406854276,-0.04081559921895393,-0.03761536177311807,-0.029882407722768935,-0.021600167321158922,-0.01902296708202151,-0.01865223425832347,-0.015851635816052347,-0.006181944642113114,0.003401234345565156,0.007862177131640086,0.017673750879947957,0.03590626153735771,0.05789447189383828,0.07067570407160825,0.05972669775127628,0.017606878810504774,-0.023462036730172935,-0.009205919865736559,0.021732352840100902,0.03294637664586571,0.029383324860122448,0.018101297174009504,0.009678040762013417,0.019020931787986542,0.043516359419517474,0.06884298960505139,0.08385242898020687,0.0933355744161928,0.11047039873782119,0.13714262034795752",1
"-0.051981487089459905,-0.05179360922393959,-0.051253796104973284,-0.050563675895701085,-0.049827343842877986,-0.04904717001630492,-0.04813563605014935,-0.04700488218464777,-0.045715786139022635,-0.044472029112298826,-0.04348832945804564,-0.04292537962452051,-0.042809554395210225,-0.04288577659954373,-0.042714644489032054,-0.04207931462042095,-0.04117268128975362,-0.04031830407303373,-0.03964828907833264,-0.03905015223432071,-0.03831411836651595,-0.037362361772763905,-0.036362055725355905,-0.03556353273631712,-0.03501557790022596,-0.03447934016261895,-0.03365341508352548,-0.03241602095309747,-0.03076206215468366,-0.02846721934610033,-0.02479375918465436,-0.018715427014741153,-0.009775965505945856,0.0012824433663224484,0.012969951176352416,0.024033208374348886,0.033955331961330645,0.042843106322817896,0.05102409366005262,0.05864129228878379,0.06556371284694319,0.07160729510387227,0.07669838320969061,0.08080877458168628,0.08384810459105121,0.0857473467111484,0.08669098192909325,0.08714170941799546,0.08746352796989067,0.08764271651554763,0.08751568200715976,0.08699937577653508,0.08598924218086941,0.08435766489831971,0.08216385714020295,0.07966583118968583,0.07707291620992861,0.07442423468096274,0.07171990525987741,0.06897052477644702,0.06610548261763147,0.06305686052086479,0.059893526336753544,0.0567002418365532,0.053457404414373924,0.050147716347122166,0.04680476721879027,0.043421211188904796,0.039976151966169986,0.03649516945965688,0.032924051622291894,0.029033893323960613,0.024612502561764074,0.01974970954675461,0.014851040276873603,0.010310310299229651,0.006206867940905627,0.0023630856338070372,-0.0013777669045471515,-0.004991080272059443,-0.008403060955171498,-0.011742664413387777,-0.015293030339304447,-0.01910977104032146,-0.022843991686891676,-0.026086362911624802,-0.028832589332895578,-0.031540863303163136,-0.034767936233347625,-0.03875988064073567,-0.0433521073807302,-0.048179040769969636,-0.0528997790312871,-0.05729080758476431,-0.061215123950381006,-0.06447138707807909,-0.06677588235013224,-0.06808863568756765,-0.06877624725169376,-0.06920590717431338",1
"0.5906990558222364,0.5578453939266729,0.514354976645882,0.47269146876973184,0.44374126218627064,0.430765889634297,0.42640088511051705,0.42017588305769826,0.39812472165509494,0.3600060244507375,0.32522712588688163,0.29554203922609784,0.25346870078771244,0.1912143321160635,0.11369040835161037,0.032437051523939775,-0.03823257376253564,-0.08848128261765997,-0.11591954625239731,-0.12223126338116141,-0.11376831305210788,-0.10118150283854926,-0.09224411902704455,-0.08884666798638458,-0.09017260066329835,-0.09605338095972282,-0.10682601325025076,-0.12207857188826321,-0.14381896783335324,-0.17432695736918113,-0.2098665030428457,-0.24558635314112187,-0.28073829269404205,-0.3137282440734641,-0.33890402278914966,-0.350770529242043,-0.3490799982809544,-0.3385003820554847,-0.3244596527280762,-0.3092881160054011,-0.291701879953725,-0.27004279134253983,-0.2455029461167727,-0.22241732627561905,-0.20709169257198362,-0.2043907254323037,-0.21389108442718063,-0.23156322834255,-0.2537491106922487,-0.2769180035950909,-0.2957360217583751,-0.3037404749063934,-0.29632163329225014,-0.2738832995352689,-0.24201844881044254,-0.20744846858757734,-0.17425735869411696,-0.1427474879789064,-0.11059858601618908,-0.07667089876916092,-0.04283654876998852,-0.011903087961897124,0.015151943163648013,0.03999466206252264,0.06471346692409377,0.08872591670724786,0.10782047747787626,0.1166240523351536,0.11212690901427214,0.09425286680664002,0.0650736022164059,0.029587609308324797,-0.0039689287106736415,-0.028015394819062928,-0.04032264369485675,-0.042890278488825845,-0.039260371585915915,-0.034256704814296574,-0.03217243709572884,-0.033868371569937494,-0.03604107329673423,-0.03393000539880786,-0.02608965259199103,-0.017004757678774962,-0.015541196513456645,-0.028931272206786485,-0.05583447291309973,-0.08803343637893413,-0.11985105635989024,-0.15096777743597203,-0.1805879054735133,-0.20067737036638442,-0.19505421464730924,-0.14992135655264605,-0.06858476715504347,0.028223882590457938,0.125391203914335,0.22831291925287034,0.34284693486921713,0.4554787369195945",1
"0.10694804478926877,0.10558548338085598,0.10250270628049636,0.09928347801551492,0.09503969329531038,0.09290060269482932,0.09239494334205615,0.09050567564362673,0.08569054169868213,0.07969670691131557,0.07499920454690275,0.0712934107772555,0.06876506220611266,0.06577207235143363,0.0624576574698872,0.0594580146506684,0.05558382615189107,0.0512733147135465,0.04564505807009116,0.04094799210258339,0.0349038137643794,0.028961944552539004,0.020470703516154667,0.009983354526015453,-0.0019611720258835147,-0.01160696579467263,-0.017681363795509566,-0.020163848047045463,-0.021297546457865274,-0.021520456634434845,-0.0201581661400264,-0.018414686564260097,-0.01999360773963957,-0.022295826687227294,-0.025718904629909584,-0.03617504422202642,-0.05480552700512607,-0.0746516695302062,-0.09023516958215161,-0.098195566860668,-0.09671895400286892,-0.09038996624738042,-0.08768332127134501,-0.09286634228510227,-0.10424778977191504,-0.11635129660250626,-0.12242071356157855,-0.12243334991357063,-0.11761078913934703,-0.11182536922665726,-0.10479790259318936,-0.09744840556352612,-0.09061519669448023,-0.08281218840314869,-0.07642184423389761,-0.06923098369432212,-0.05975580735563051,-0.053248551335469275,-0.047788910839426824,-0.04200050595628051,-0.03884326056525504,-0.035960634131467745,-0.03593643550531132,-0.03682616763896222,-0.036998925197457816,-0.03798108489846669,-0.04055285103226493,-0.046582209317713105,-0.050430681779334824,-0.055656137689813895,-0.06345172893933226,-0.07904978898062937,-0.0924201033613242,-0.0885305838099246,-0.06174161030027449,-0.03368293097106943,-0.017403604881959883,-0.012933332493597821,-0.01627625743641689,-0.018128517127438834,-0.019620044794862165,-0.017227122968232006,-0.005932017263453243,0.00805961407769791,0.017261379910141136,0.025676393483044055,0.03302160366037819,0.043768604111401085,0.059097204534455175,0.07239012708348659,0.07937011009301252,0.07996627025045729,0.08100788456775933,0.08499512043685022,0.0918723217315716,0.09805680347173405,0.10132519511030662,0.1001118353744938,0.09605977405539916,0.09619365710139742",1
